@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
5.647E1,4.414E-1,6.645E-7,1.512E3,5.849E-5,3.367E-3,?,1.48E2,?,?,?,-5.815E-1,1.771E-1,-1.699E-1,-2.181E-1,-2.368E-1,-7.707E-2,2.366E-2,3.364E-3,-4.194E-2,0E0,1.637E-2,9.208E1,4.953E3,1.717E5,5.45E7,-1.78E3,1.438E2,2.41E-1,-1.978E4,-3.458E1,5.883E0,5.566E6,2.463E1,4.125E-2,8.636E1
5.779E1,4.922E-1,8.095E-7,1.544E3,6.495E-5,3.846E-3,?,1.43E2,?,?,?,-6.492E-1,2.95E-2,-2.021E-1,-2.166E-2,-1.921E-1,-5.849E-2,4.137E-2,-1.202E-1,-9.768E-3,0E0,2.007E-2,9.212E1,5.005E3,1.871E5,5.541E7,-1.774E3,1.484E2,3.261E-1,-2.108E4,-4.754E1,6.669E0,6.123E6,2.51E2,5.515E-1,9.271E1
5.688E1,5.508E-1,8.205E-7,1.455E3,6.474E-5,3.647E-3,?,1.43E2,?,?,?,-6.022E-1,-3.336E-2,-1.695E-1,1.869E-2,-9.681E-2,-1.849E-1,6.374E-2,1.03E-2,-5.494E-2,0E0,1.937E-2,9.476E1,5.532E3,2.049E5,6.265E7,-1.773E3,1.529E2,4.033E-1,-2.243E4,-5.993E1,7.292E0,6.719E6,5.363E2,1.414E0,9.72E1
5.734E1,5.156E-1,7.784E-7,1.492E3,6.109E-5,3.428E-3,?,1.53E2,?,?,?,-5.928E-1,5.58E-2,-2.56E-1,-2.962E-2,-1.824E-1,-1.381E-1,8.637E-2,-1.114E-1,2.282E-3,0E0,1.793E-2,9.301E1,5.031E3,1.682E5,5.436E7,-1.761E3,1.575E2,4.222E-1,-2.382E4,-6.41E1,7.432E0,7.354E6,7.576E2,2.03E0,9.858E1
6.569E1,5.117E-1,1.204E-6,1.472E3,5.469E-5,3.273E-3,?,1.47E2,?,?,?,-5.811E-1,2.005E-1,-1.49E-1,-8.976E-2,-1.56E-1,-3.738E-4,1.64E-1,2.457E-2,-9.096E-3,0E0,1.784E-2,9.38E1,4.932E3,1.851E5,5.379E7,-1.76E3,1.621E2,4.358E-1,-2.524E4,-6.789E1,7.416E0,8.021E6,8.867E2,2.384E0,9.785E1
5.99E1,4.258E-1,7.951E-7,1.571E3,6.07E-5,3.337E-3,?,1.45E2,?,?,?,-6.27E-1,1.062E-1,-2.5E-1,-6.788E-2,-2.18E-1,2.864E-2,1.656E-1,-4.018E-2,-1.386E-2,0E0,1.759E-2,8.918E1,4.728E3,1.919E5,5.287E7,-1.753E3,1.666E2,4.269E-1,-2.67E4,-6.834E1,7.27E0,8.727E6,9.248E2,2.37E0,9.681E1
5.8E1,4.961E-1,7.975E-7,1.521E3,5.842E-5,3.258E-3,?,1.6E2,?,?,?,-6.046E-1,7.172E-2,-1.992E-1,-7.26E-2,-8.588E-2,-1.274E-1,8.355E-2,-1.062E-1,-9.897E-3,0E0,1.698E-2,9.401E1,5.193E3,1.808E5,5.863E7,-1.733E3,1.711E2,3.39E-1,-2.819E4,-5.573E1,6.506E0,9.466E6,7.783E2,1.542E0,9.191E1
7.461E1,5.859E-1,9.025E-7,1.289E3,4.51E-5,2.906E-3,?,1.56E2,?,?,?,-5.436E-1,9.398E-2,-2.214E-1,6.634E-3,-5.802E-2,-3.783E-2,9.366E-2,7.46E-2,5.025E-2,0E0,1.645E-2,9.874E1,4.957E3,1.342E5,5.008E7,-1.743E3,1.755E2,2.776E-1,-2.97E4,-4.694E1,5.874E0,1.024E7,6.309E2,9.979E-1,8.714E1
5.58E1,4.844E-1,7.989E-7,1.717E3,5.814E-5,3.455E-3,?,1.18E2,?,?,?,-6.246E-1,9.963E-2,-2.062E-1,-7.391E-2,-6.894E-2,-1.694E-1,1.331E-1,4.767E-2,6.636E-3,0E0,1.711E-2,8.96E1,5.017E3,2.101E5,5.809E7,-1.745E3,1.8E2,2.457E-1,-3.127E4,-4.272E1,5.533E0,1.106E7,5.45E2,7.438E-1,8.452E1
5.785E1,4.609E-1,8.815E-7,1.509E3,5.863E-5,3.244E-3,?,1.63E2,?,?,?,-6.043E-1,8.667E-2,-2.003E-1,-4.725E-2,-6.027E-2,-1.516E-2,1.538E-1,-5.545E-2,-7.881E-2,0E0,1.773E-2,9.105E1,4.979E3,1.988E5,5.623E7,-1.756E3,1.845E2,2.369E-1,-3.286E4,-4.252E1,5.315E0,1.192E7,4.345E2,5.579E-1,8.226E1
6.331E1,5.078E-1,7.486E-7,1.452E3,5.514E-5,3.322E-3,?,1.52E2,?,?,?,-5.896E-1,1.361E-1,-2.255E-1,-1.044E-1,-1.347E-1,-4.234E-2,1.06E-1,-9.503E-2,-1.106E-1,0E0,1.779E-2,9.379E1,5.123E3,1.863E5,5.793E7,-1.754E3,1.89E2,2.304E-1,-3.451E4,-4.252E1,5.112E0,1.283E7,3.856E2,4.701E-1,8.029E1
6.794E1,5.664E-1,7.264E-7,1.599E3,5.022E-5,3.001E-3,?,1.62E2,?,?,?,-5.325E-1,1.306E-1,-2.144E-1,9.123E-2,-1.442E-1,-6.357E-2,-1.091E-2,1.535E-2,-6.995E-2,0E0,1.748E-2,9.22E1,4.505E3,1.459E5,4.433E7,-1.758E3,1.934E2,2.479E-1,-3.62E4,-4.703E1,5.238E0,1.378E7,3.564E2,4.567E-1,8.188E1
6.721E1,4.805E-1,8.444E-7,1.653E3,5.381E-5,3.187E-3,?,1.52E2,?,?,?,-5.598E-1,1.547E-1,-1.56E-1,-3.106E-2,-1.548E-1,1.026E-3,1.953E-1,1.753E-2,-9.211E-2,0E0,1.678E-2,9.416E1,4.746E3,1.621E5,4.912E7,-1.774E3,1.979E2,3.227E-1,-3.791E4,-6.288E1,5.84E0,1.477E7,3.886E2,6.336E-1,8.704E1
5.241E1,4.688E-1,1.09E-6,1.618E3,6.842E-5,3.506E-3,?,1.5E2,?,?,?,-5.843E-1,1.414E-2,-1.973E-1,-4.692E-3,-1.362E-1,-1.584E-1,6.875E-2,-5.849E-3,-5.932E-2,0E0,1.883E-2,9.08E1,5.183E3,2.039E5,5.889E7,-1.778E3,2.024E2,4.162E-1,-3.968E4,-8.287E1,6.605E0,1.581E7,5.517E2,1.134E0,9.348E1
8.497E1,6.836E-1,9.038E-7,1.48E3,5.046E-5,3.263E-3,?,1.66E2,?,?,?,-4.947E-1,8.13E-3,-1.395E-1,-4.14E-2,-1.322E-1,-7.797E-2,1.062E-1,-7.038E-2,-1.345E-1,0E0,1.924E-2,1.058E2,5.545E3,1.362E5,5.846E7,-1.774E3,2.069E2,4.906E-1,-4.148E4,-9.994E1,7.299E0,1.69E7,6.431E2,1.525E0,1.002E2
5.827E1,4.492E-1,9.723E-7,1.546E3,6.457E-5,3.63E-3,?,1.5E2,?,?,?,-6.429E-1,1.645E-1,-1.92E-1,-1.905E-1,-1.995E-1,-1.292E-1,1.338E-1,-1.673E-2,1.711E-2,0E0,1.84E-2,9.014E1,4.845E3,1.902E5,5.466E7,-1.768E3,2.114E2,5.491E-1,-4.334E4,-1.143E2,7.888E0,1.805E7,7.361E2,1.912E0,1.063E2
5.616E1,3.789E-1,9.646E-7,1.616E3,6.658E-5,3.639E-3,?,1.35E2,?,?,?,-6.543E-1,1.836E-1,-1.104E-1,-9.185E-2,-2.177E-1,-2.832E-2,6.657E-2,-6.472E-2,-1.266E-1,0E0,1.766E-2,8.679E1,4.456E3,2.068E5,5.098E7,-1.765E3,2.159E2,6.098E-1,-4.526E4,-1.294E2,8.533E0,1.926E7,9.667E2,2.73E0,1.129E2
6.054E1,5.039E-1,1.34E-6,1.407E3,6.745E-5,3.724E-3,?,1.51E2,?,?,?,-5.606E-1,1.342E-1,-2.419E-1,-2.089E-1,-2.181E-1,-1.261E-1,1.088E-1,-2.842E-2,-4.765E-2,0E0,1.939E-2,9.738E1,5.336E3,1.582E5,5.965E7,-1.75E3,2.205E2,6.496E-1,-4.722E4,-1.406E2,9.12E0,2.052E7,1.169E3,3.443E0,1.195E2
5.399E1,4.531E-1,1.31E-6,1.365E3,6.429E-5,3.671E-3,?,1.36E2,?,?,?,-6.735E-1,7.572E-2,-2.879E-1,-7.363E-2,-1.522E-1,-6.862E-2,2.695E-2,-5.619E-2,-7.809E-2,0E0,1.792E-2,9.299E1,5.056E3,1.658E5,5.502E7,-1.76E3,2.25E2,7.155E-1,-4.921E4,-1.579E2,9.839E0,2.183E7,1.377E3,4.38E0,1.264E2
6.957E1,5.781E-1,8.422E-7,1.477E3,5.942E-5,3.573E-3,?,1.39E2,?,?,?,-5.94E-1,2.885E-2,-1.544E-1,-1.3E-1,-8.776E-2,-1.203E-1,1.003E-1,1.776E-2,-1.38E-1,0E0,1.995E-2,9.879E1,5.314E3,1.894E5,6.062E7,-1.752E3,2.295E2,7.666E-1,-5.123E4,-1.727E2,1.048E1,2.319E7,1.509E3,5.039E0,1.329E2
7.051E1,5.234E-1,1.008E-6,1.711E3,5.235E-5,3.244E-3,?,1.69E2,?,?,?,-5.302E-1,2.375E-1,-2.385E-1,-1.133E-1,-3.496E-2,-4.12E-2,6.834E-2,-1.215E-2,6.955E-2,0E0,1.751E-2,9.579E1,4.676E3,1.478E5,4.962E7,-1.757E3,2.341E2,8.276E-1,-5.33E4,-1.9E2,1.118E1,2.462E7,1.744E3,6.168E0,1.395E2
6.996E1,5.234E-1,8.482E-7,1.486E3,5.413E-5,3.101E-3,?,1.61E2,?,?,?,-5.196E-1,2.118E-1,-1.782E-1,-7.372E-2,-2.019E-1,-1.278E-1,7.157E-2,-4.15E-2,-9.864E-2,0E0,1.733E-2,9.884E1,4.513E3,1.331E5,4.733E7,-1.75E3,2.386E2,8.223E-1,-5.542E4,-1.921E2,1.129E1,2.609E7,1.935E3,6.667E0,1.423E2
6.21E1,4.453E-1,8.259E-7,1.359E3,6.42E-5,3.467E-3,?,1.48E2,?,?,?,-5.851E-1,2.148E-1,-2.576E-1,-1.265E-1,-2.146E-1,-1.008E-1,1.075E-1,3.85E-2,-1.295E-1,0E0,1.809E-2,9.108E1,4.302E3,1.435E5,4.584E7,-1.728E3,2.431E2,7.513E-1,-5.756E4,-1.787E2,1.104E1,2.762E7,1.913E3,5.913E0,1.441E2
5.887E1,4.688E-1,6.508E-7,1.531E3,5.815E-5,3.456E-3,?,1.47E2,?,?,?,-6.291E-1,8.812E-2,-2.104E-1,-6.319E-2,-1.667E-1,-8.558E-2,4.444E-2,2.658E-2,-1.526E-1,0E0,1.681E-2,9.266E1,4.872E3,1.771E5,5.203E7,-1.722E3,2.476E2,6.437E-1,-5.975E4,-1.556E2,1.05E1,2.921E7,1.884E3,4.898E0,1.438E2
6.225E1,4.609E-1,7.889E-7,1.318E3,5.998E-5,3.273E-3,?,1.57E2,?,?,?,-5.496E-1,1.717E-1,-1.664E-1,-1.246E-1,-1.833E-1,-9.171E-2,9.361E-2,5.031E-2,-4.905E-3,0E0,1.912E-2,9.136E1,4.779E3,1.914E5,5.35E7,-1.714E3,2.521E2,5.3E-1,-6.197E4,-1.302E2,9.944E0,3.086E7,1.75E3,3.678E0,1.435E2
8.423E1,5.547E-1,1.58E-6,1.079E3,7.338E-5,3.79E-3,?,1.66E2,?,?,?,-4.445E-1,2.093E-1,-1.242E-1,-1.958E-1,-2.274E-1,-7.033E-2,5.304E-2,1.463E-2,-2.045E-2,0E0,2.666E-2,1.059E2,4.694E3,1.032E5,4.81E7,-1.707E3,2.567E2,3.551E-1,-6.426E4,-8.805E1,8.774E0,3.258E7,1.594E3,2.205E0,1.389E2
7.873E1,6.133E-1,2.003E-6,1.487E3,4.67E-5,3.281E-3,?,1.75E2,?,?,?,-5.182E-1,1.741E-1,-1.931E-1,-6.621E-3,-1.122E-1,-1.036E-1,1.643E-1,-9.825E-3,-4.81E-2,0E0,1.741E-2,9.919E1,4.732E3,1.434E5,4.845E7,-1.729E3,2.612E2,2.435E-1,-6.656E4,-6.079E1,7.948E0,3.435E7,1.466E3,1.367E0,1.345E2
6.951E1,5.508E-1,8.932E-7,1.457E3,5.442E-5,3.563E-3,?,1.45E2,?,?,?,-5.615E-1,1.287E-1,-1.734E-1,-2.582E-2,-1.864E-1,-1.742E-1,1.044E-1,4.294E-2,-2.702E-2,0E0,1.789E-2,9.6E1,4.742E3,1.576E5,5.063E7,-1.737E3,2.657E2,1.433E-1,-6.891E4,-3.561E1,7.162E0,3.618E7,1.309E3,7.061E-1,1.298E2
6.081E1,4.844E-1,6.479E-7,1.429E3,5.406E-5,3.257E-3,?,1.56E2,?,?,?,-5.802E-1,1.362E-1,-1.323E-1,-4.101E-2,-1.35E-1,-9.579E-2,8.098E-2,1.992E-2,-5.842E-2,0E0,1.724E-2,9.289E1,4.993E3,1.911E5,5.504E7,-1.728E3,2.702E2,3.367E-3,-7.128E4,7.993E-1,5.976E0,3.807E7,9.235E2,1.151E-2,1.215E2
8.622E1,6.328E-1,1.394E-6,1.186E3,6.164E-5,3.657E-3,?,1.7E2,?,?,?,-4.869E-1,1.25E-1,-1.606E-1,-1.076E-2,-1.519E-1,-1.883E-1,1.147E-1,6.858E-2,-7.662E-2,0E0,2.383E-2,1.033E2,4.952E3,1.371E5,5.062E7,-1.731E3,2.746E2,-1.065E-1,-7.368E4,2.995E1,5.072E0,4E7,3.92E2,-1.52E-1,1.152E2
4.752E1,4.062E-1,1.557E-6,1.292E3,7.011E-5,3.336E-3,?,1.3E2,?,?,?,-6.283E-1,8.659E-2,-1.466E-1,-1.013E-1,-1.857E-1,-1.142E-1,1.216E-1,-8.947E-2,9.319E-4,0E0,1.819E-2,9.014E1,5.291E3,2.192E5,6.246E7,-1.724E3,2.791E2,-2.363E-1,-7.613E4,6.563E1,3.949E0,4.201E7,-1.846E2,1.563E-1,1.063E2
5.789E1,4.258E-1,7.069E-7,1.305E3,6.71E-5,3.491E-3,?,1.53E2,?,?,?,-6.069E-1,1.383E-1,-2.224E-1,-4.743E-2,-1.638E-1,-5.341E-2,7.382E-2,-1.773E-2,-9.092E-2,0E0,1.933E-2,8.85E1,4.5E3,1.749E5,4.939E7,-1.716E3,2.836E2,-3.146E-1,-7.862E4,8.819E1,3.494E0,4.409E7,-5.733E2,6.359E-1,1.045E2
5.617E1,4.414E-1,6.438E-7,1.211E3,6.496E-5,3.427E-3,?,1.46E2,?,?,?,-6.453E-1,1.119E-1,-2.002E-1,-1.438E-1,-1.865E-1,2.561E-2,9.693E-2,-7.464E-2,-1.125E-2,0E0,1.875E-2,9.165E1,5.063E3,1.921E5,5.71E7,-1.713E3,2.881E2,-3.938E-1,-8.117E4,1.119E2,2.967E0,4.626E7,-8.976E2,1.227E0,1.015E2
6.787E1,5.547E-1,1.11E-6,1.51E3,5.924E-5,3.264E-3,?,1.61E2,?,?,?,-5.513E-1,7.691E-2,-2.04E-1,-5.915E-2,-1.314E-1,-2.407E-1,4.426E-3,2.19E-2,-2.754E-3,0E0,1.819E-2,9.787E1,5.065E3,1.536E5,5.472E7,-1.722E3,2.926E2,-4.37E-1,-8.377E4,1.261E2,2.748E0,4.85E7,-1.028E3,1.536E0,1.012E2
6.647E1,5.391E-1,7.335E-7,1.623E3,5.043E-5,3.264E-3,?,1.59E2,?,?,?,-5.819E-1,2.664E-2,-2.222E-1,-1.091E-1,-1.419E-1,-1.819E-1,8.646E-2,-9.465E-3,7.905E-2,0E0,1.642E-2,9.625E1,5.295E3,1.84E5,5.901E7,-1.729E3,2.971E2,-4.775E-1,-8.64E4,1.398E2,2.459E0,5.08E7,-1.211E3,1.946E0,9.926E1
6.892E1,4.961E-1,7.155E-7,1.409E3,5.064E-5,3.297E-3,?,1.38E2,?,?,?,-6.205E-1,1.106E-1,-1.367E-1,-5.372E-2,-2.354E-1,-7.418E-2,6.956E-2,-8.928E-2,-1.236E-2,0E0,1.672E-2,9.616E1,4.719E3,1.706E5,5.039E7,-1.759E3,3.016E2,-4.23E-1,-8.907E4,1.259E2,3.019E0,5.317E7,-1.014E3,1.422E0,1.042E2
5.558E1,4.297E-1,1.13E-6,1.478E3,6.536E-5,3.473E-3,?,1.43E2,?,?,?,-6.125E-1,1.017E-1,-2.077E-1,-4.396E-2,-2.173E-1,-6.371E-3,3.666E-2,-4.264E-2,-4.499E-2,0E0,1.904E-2,8.945E1,4.818E3,1.889E5,5.265E7,-1.74E3,3.061E2,-3.935E-1,-9.177E4,1.188E2,3.426E0,5.56E7,-1.004E3,1.29E0,1.084E2
5.745E1,5.039E-1,8.603E-7,1.405E3,5.683E-5,3.252E-3,?,1.55E2,?,?,?,-5.958E-1,7.25E-2,-1.387E-1,-2.544E-2,-1.572E-1,-2.663E-2,1.177E-1,-6.513E-2,-1.432E-2,0E0,1.779E-2,9.257E1,5.217E3,2.089E5,5.973E7,-1.734E3,3.106E2,-3.694E-1,-9.45E4,1.131E2,3.882E0,5.811E7,-1.002E3,1.191E0,1.138E2
6.343E1,5.586E-1,6.66E-7,1.558E3,4.814E-5,3.254E-3,?,1.51E2,?,?,?,-5.557E-1,1.025E-1,-2.263E-1,-3.705E-2,-1.333E-1,-1.306E-1,4.236E-2,-6.599E-2,-3.992E-2,0E0,1.594E-2,9.534E1,5.11E3,1.705E5,5.53E7,-1.731E3,3.151E2,-3.486E-1,-9.728E4,1.084E2,4.334E0,6.069E7,-9.312E2,1.03E0,1.192E2
8.252E1,5.391E-1,1.132E-6,1.638E3,5.865E-5,3.891E-3,?,1.69E2,?,?,?,-4.667E-1,2.197E-1,-2.245E-1,-6.246E-2,-1.888E-1,-1.365E-1,1.332E-2,-6.58E-2,-3.14E-2,0E0,2.069E-2,1.001E2,4.33E3,1.078E5,4.301E7,-1.732E3,3.195E2,-3.544E-1,-1.001E5,1.115E2,4.469E0,6.332E7,-1.101E3,1.221E0,1.211E2
9.013E1,6.289E-1,1.011E-6,1.657E3,4.407E-5,3.261E-3,?,1.8E2,?,?,?,-4.704E-1,9.68E-2,-1.929E-1,-5.7E-2,-2.244E-1,-1.442E-1,3.84E-3,4.935E-2,5.574E-2,0E0,1.663E-2,1.066E2,4.797E3,9.666E4,4.774E7,-1.753E3,3.24E2,-3.323E-1,-1.029E5,1.059E2,4.784E0,6.602E7,-1.111E3,1.139E0,1.239E2
5.096E1,4.727E-1,1.154E-6,1.394E3,6.589E-5,3.68E-3,?,1.3E2,?,?,?,-6.516E-1,1.806E-2,-1.954E-1,-8.154E-2,-1.786E-1,-1.352E-1,1.706E-1,-6.648E-2,-7.377E-2,0E0,1.761E-2,9.203E1,5.387E3,2.129E5,6.208E7,-1.751E3,3.284E2,-3.494E-1,-1.058E5,1.131E2,4.638E0,6.883E7,-1.121E3,1.192E0,1.221E2
7.761E1,5.703E-1,1.148E-6,1.484E3,5.99E-5,3.315E-3,?,1.64E2,?,?,?,-5.102E-1,1.808E-1,-1.946E-1,-1.386E-1,-1.58E-1,-1.445E-1,9.715E-2,7.19E-2,-1.014E-1,0E0,1.955E-2,9.939E1,4.69E3,1.291E5,4.943E7,-1.766E3,3.33E2,-3.395E-1,-1.087E5,1.115E2,4.666E0,7.173E7,-9.989E2,1.018E0,1.214E2
5.436E1,4.883E-1,9.56E-7,1.336E3,5.606E-5,3.303E-3,?,1.42E2,?,?,?,-6.561E-1,9.801E-2,-1.784E-1,-3.049E-2,-1.805E-1,-6.262E-2,4.956E-2,-8.723E-2,-1.141E-1,0E0,1.65E-2,8.977E1,4.997E3,1.941E5,5.583E7,-1.765E3,3.375E2,-3.255E-1,-1.118E5,1.086E2,4.774E0,7.472E7,-8.227E2,7.936E-1,1.22E2
6.545E1,5.234E-1,6.955E-7,1.503E3,6.003E-5,3.245E-3,?,1.39E2,?,?,?,-5.931E-1,1.139E-1,-1.182E-1,-7.04E-2,-1.75E-1,-8.313E-2,7.656E-2,-1.174E-2,-9.542E-2,0E0,1.864E-2,9.586E1,5.009E3,1.662E5,5.401E7,-1.757E3,3.42E2,-3.485E-1,-1.148E5,1.182E2,4.571E0,7.78E7,-6.741E2,6.868E-1,1.205E2
6.112E1,5.898E-1,8.145E-7,1.561E3,6.288E-5,3.486E-3,?,1.64E2,?,?,?,-5.263E-1,-1.21E-2,-2.206E-1,-1.589E-2,-1.313E-1,-6.856E-2,9.289E-2,-4.602E-2,-2.181E-2,0E0,1.95E-2,9.368E1,5.212E3,1.656E5,5.603E7,-1.738E3,3.465E2,-3.958E-1,-1.179E5,1.361E2,4.285E0,8.095E7,-7.248E2,8.279E-1,1.193E2
5.799E1,5.039E-1,9.007E-7,1.39E3,5.908E-5,3.332E-3,?,1.5E2,?,?,?,-5.873E-1,5.58E-2,-1.965E-1,-1.055E-1,-1.306E-1,-1.064E-1,1.046E-1,-5.541E-2,-1.03E-1,0E0,1.802E-2,9.429E1,5.254E3,1.823E5,5.852E7,-1.74E3,3.51E2,-4.528E-1,-1.21E5,1.577E2,3.949E0,8.419E7,-8.924E2,1.151E0,1.181E2
7.311E1,5.234E-1,9.906E-7,1.468E3,6.292E-5,3.786E-3,?,1.65E2,?,?,?,-4.857E-1,1.627E-1,-1.225E-1,-4.117E-2,-1.603E-1,-7.484E-2,1.513E-1,3.858E-3,-1.789E-2,0E0,2.197E-2,9.595E1,4.632E3,1.64E5,4.921E7,-1.741E3,3.556E2,-5.088E-1,-1.242E5,1.794E2,3.526E0,8.752E7,-1.098E3,1.571E0,1.155E2
6.613E1,6.055E-1,1.266E-6,1.504E3,5.522E-5,3.284E-3,?,1.49E2,?,?,?,-5.923E-1,2.167E-2,-2.115E-1,9.437E-3,-1.294E-1,-1.907E-2,1.341E-1,2.51E-2,-4.185E-2,0E0,1.717E-2,9.442E1,5.101E3,1.765E5,5.481E7,-1.739E3,3.601E2,-5.856E-1,-1.274E5,2.091E2,2.932E0,9.096E7,-1.265E3,2.057E0,1.121E2
5.101E1,4.414E-1,9.611E-7,1.65E3,6.569E-5,3.357E-3,?,1.54E2,?,?,?,-5.974E-1,8.789E-2,-2.145E-1,-4.489E-2,-2.678E-1,-3.778E-2,-1.136E-2,-2.675E-2,-3.693E-2,0E0,1.766E-2,9.071E1,5.051E3,1.98E5,5.687E7,-1.728E3,3.647E2,-6.872E-1,-1.307E5,2.484E2,2.246E0,9.448E7,-1.592E3,3E0,1.092E2
6.621E1,5.508E-1,9.815E-7,1.502E3,5.07E-5,3.152E-3,?,1.5E2,?,?,?,-5.817E-1,1.768E-1,-1.7E-1,-9.286E-3,-1.083E-1,-3.604E-2,6.468E-2,4.821E-2,-7.951E-2,0E0,1.816E-2,9.18E1,4.645E3,1.786E5,4.969E7,-1.718E3,3.692E2,-7.888E-1,-1.339E5,2.885E2,1.599E0,9.805E7,-2.02E3,4.315E0,1.071E2
7.139E1,5.039E-1,7.76E-7,1.43E3,5.681E-5,3.277E-3,?,1.56E2,?,?,?,-5.693E-1,1.798E-1,-1.907E-1,-1.191E-1,-2.702E-1,-7.722E-2,1.075E-1,-2.587E-2,-1.184E-1,0E0,1.794E-2,9.639E1,4.637E3,1.407E5,4.9E7,-1.73E3,3.737E2,-8.41E-1,-1.373E5,3.113E2,1.53E0,1.017E8,-2.25E3,5.064E0,1.114E2
6.858E1,5.703E-1,7.879E-7,1.556E3,5.369E-5,3.116E-3,?,1.64E2,?,?,?,-4.951E-1,6.002E-2,-1.288E-1,-7.574E-2,-1.947E-1,-3.736E-3,7.392E-2,-1.3E-2,-2.307E-2,0E0,1.795E-2,9.664E1,5.243E3,1.65E5,5.632E7,-1.723E3,3.782E2,-9.035E-1,-1.406E5,3.383E2,1.407E0,1.055E8,-2.568E3,6.135E0,1.154E2
8.013E1,6.094E-1,6.955E-7,1.503E3,4.145E-5,2.981E-3,?,1.65E2,?,?,?,-4.851E-1,1.468E-1,-7.565E-2,-3.784E-2,-8.142E-2,-4.494E-2,1.001E-1,4.305E-2,2.968E-2,0E0,1.676E-2,1.026E2,5.2E3,1.458E5,5.404E7,-1.737E3,3.826E2,-9.327E-1,-1.44E5,3.53E2,1.596E0,1.092E8,-2.918E3,7.113E0,1.222E2
6.104E1,4.922E-1,8.107E-7,1.704E3,5.47E-5,3.366E-3,?,1.5E2,?,?,?,-6.242E-1,7.129E-2,-1.592E-1,-1.569E-2,-1.399E-1,-8.888E-2,1.08E-1,-5.264E-2,-6.706E-2,0E0,1.716E-2,9.192E1,4.913E3,1.946E5,5.327E7,-1.745E3,3.87E2,-9.189E-1,-1.473E5,3.517E2,2.193E0,1.131E8,-3.057E3,7.258E0,1.326E2
7.028E1,6.055E-1,9.208E-7,1.463E3,5.612E-5,3.355E-3,?,1.7E2,?,?,?,-4.964E-1,1.197E-1,-1.913E-1,-5.788E-2,-2.351E-1,-1.491E-1,1.055E-1,-2.863E-2,-7.34E-2,0E0,1.906E-2,9.786E1,5.116E3,1.388E5,5.389E7,-1.746E3,3.915E2,-9.116E-1,-1.508E5,3.528E2,2.688E0,1.171E8,-3.214E3,7.483E0,1.416E2
6.875E1,5.391E-1,1.106E-6,1.319E3,5.974E-5,3.401E-3,?,1.54E2,?,?,?,-5.417E-1,1.825E-1,-2.05E-1,-4.115E-2,-1.903E-1,-7.468E-2,1.08E-1,1.005E-2,-1.119E-1,0E0,1.946E-2,9.84E1,4.783E3,1.484E5,5.073E7,-1.741E3,3.96E2,-9.419E-1,-1.543E5,3.687E2,2.835E0,1.212E8,-3.383E3,8.047E0,1.48E2
7.279E1,6.406E-1,9.979E-7,1.508E3,4.384E-5,2.999E-3,?,1.84E2,?,?,?,-4.446E-1,1.181E-1,-1.559E-1,-2.479E-3,-1.005E-1,-7.937E-2,1.08E-1,-3.762E-2,-4.778E-2,0E0,1.632E-2,9.979E1,5.426E3,1.437E5,5.642E7,-1.755E3,4.004E2,-9.461E-1,-1.578E5,3.744E2,3.207E0,1.254E8,-3.58E3,8.457E0,1.559E2
