@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
6.509E1,5.352E-1,6.58E-7,1.445E3,5.294E-5,3.332E-3,?,1.43E2,?,?,?,-5.708E-1,9.482E-2,-2.059E-1,8.833E-2,-1.444E-1,-5.24E-2,1.045E-1,2.329E-2,-1.399E-2,0E0,1.786E-2,9.268E1,4.796E3,1.765E5,5.013E7,-1.764E3,4.049E2,-9.021E-1,-1.614E5,3.609E2,3.965E0,1.297E8,-3.522E3,7.847E0,1.659E2
7.247E1,6.055E-1,9.151E-7,1.444E3,5.243E-5,3.504E-3,5.7E-1,1.59E2,?,?,?,-5.779E-1,2.637E-2,-2.548E-1,-4.78E-2,-1.397E-1,-1.443E-1,1.083E-1,-1.507E-2,-6.229E-2,0E0,1.892E-2,1.004E2,5.236E3,1.334E5,5.583E7,-1.772E3,4.094E2,-8.272E-1,-1.65E5,3.346E2,5.016E0,1.341E8,-3.343E3,6.753E0,1.778E2
6.883E1,5.312E-1,7.978E-7,1.448E3,5.618E-5,3.267E-3,5.7E-1,1.5E2,?,?,?,-5.202E-1,1.309E-1,-2.186E-1,-6.177E-2,-1.721E-1,-1.039E-1,1.058E-1,7.238E-2,-5.464E-2,0E0,1.852E-2,9.484E1,4.686E3,1.516E5,4.942E7,-1.783E3,4.139E2,-7.162E-1,-1.687E5,2.927E2,6.418E0,1.386E8,-3.12E3,5.398E0,1.924E2
4.763E1,4.18E-1,8.839E-7,1.45E3,7.001E-5,3.524E-3,5.8E-1,1.41E2,?,?,?,-6.229E-1,9.845E-2,-2.228E-1,-7.697E-2,-1.913E-1,-4.064E-2,5.784E-2,1.764E-2,-1.098E-1,0E0,1.892E-2,8.581E1,4.991E3,2.178E5,5.669E7,-1.776E3,4.184E2,-6.218E-1,-1.724E5,2.567E2,7.498E0,1.432E8,-2.887E3,4.291E0,2.02E2
6.452E1,5.117E-1,7.049E-7,1.393E3,5.765E-5,3.23E-3,5.8E-1,1.51E2,?,?,?,-5.544E-1,1.83E-1,-2.136E-1,-7.253E-2,-1.528E-1,-1.955E-2,8.83E-2,-8.083E-2,-6.942E-2,0E0,1.788E-2,9.434E1,4.686E3,1.505E5,4.88E7,-1.785E3,4.229E2,-5.292E-1,-1.762E5,2.208E2,8.394E0,1.479E8,-2.536E3,3.173E0,2.083E2
4.701E1,3.945E-1,1.08E-6,1.686E3,7.365E-5,3.541E-3,5.9E-1,1.22E2,?,?,?,-6.654E-1,4.847E-2,-1.934E-1,-6.374E-4,-1.858E-1,-6.702E-3,1.171E-1,5.795E-3,-6.656E-2,0E0,1.833E-2,8.853E1,5.073E3,2.203E5,5.806E7,-1.764E3,4.274E2,-5.115E-1,-1.8E5,2.159E2,8.533E0,1.527E8,-2.346E3,2.807E0,2.089E2
4.713E1,4.531E-1,7.406E-7,1.339E3,6.351E-5,3.11E-3,5.5E-1,1.38E2,?,?,?,-5.979E-1,-2.538E-2,-1.886E-1,-1.997E-2,-1.171E-1,-5.572E-2,1.057E-1,-8.613E-2,-9.787E-2,0E0,1.649E-2,8.971E1,5.425E3,2.198E5,6.171E7,-1.758E3,4.319E2,-5.173E-1,-1.838E5,2.209E2,8.524E0,1.576E8,-2.238E3,2.681E0,2.095E2
7.094E1,5.391E-1,9.987E-7,1.403E3,4.742E-5,3.137E-3,5.5E-1,1.71E2,?,?,?,-5.543E-1,1.06E-1,-1.169E-1,-1.144E-1,-1.266E-1,-1.182E-1,1.073E-1,-4.223E-2,-1.013E-1,0E0,1.629E-2,9.664E1,5.058E3,1.843E5,5.712E7,-1.771E3,4.364E2,-4.868E-1,-1.877E5,2.1E2,8.901E0,1.626E8,-2.104E3,2.347E0,2.133E2
6.072E1,4.844E-1,8.947E-7,1.463E3,5.914E-5,3.275E-3,5.6E-1,1.3E2,?,?,?,-5.929E-1,9.422E-2,-1.779E-1,-9.515E-2,-2.059E-1,-1.182E-1,1.209E-1,-6.799E-2,2.943E-2,0E0,1.732E-2,9.645E1,5.278E3,1.801E5,5.989E7,-1.772E3,4.41E2,-4.476E-1,-1.916E5,1.955E2,9.218E0,1.678E8,-1.633E3,1.657E0,2.149E2
7.249E1,5.703E-1,8.957E-7,1.485E3,4.666E-5,3.242E-3,5.7E-1,1.55E2,?,?,?,-5.518E-1,8.925E-2,-1.5E-1,1.974E-2,-1.229E-1,-7.309E-2,-1.159E-2,-5.635E-2,-2.401E-2,0E0,1.692E-2,9.718E1,4.746E3,1.53E5,4.879E7,-1.765E3,4.455E2,-4.325E-1,-1.956E5,1.912E2,9.316E0,1.731E8,-1.344E3,1.305E0,2.151E2
6.312E1,4.727E-1,6.971E-7,1.332E3,5.839E-5,3.367E-3,5.7E-1,1.41E2,?,?,?,-6.319E-1,1.13E-1,-1.154E-1,-6.475E-2,-1.342E-1,-3.503E-2,2.658E-2,-5.36E-2,1.115E-1,0E0,1.999E-2,9.078E1,4.648E3,1.974E5,5.249E7,-1.759E3,4.5E2,-4.109E-1,-1.997E5,1.836E2,9.563E0,1.784E8,-1.18E3,1.077E0,2.173E2
5.181E1,4.57E-1,9.954E-7,1.396E3,6.692E-5,3.401E-3,5.6E-1,1.38E2,?,?,?,-6.395E-1,7.963E-2,-2.322E-1,5.897E-2,-1.915E-1,-2.909E-2,1.277E-1,-7.306E-2,-8.72E-2,0E0,1.751E-2,8.973E1,4.897E3,1.7E5,5.221E7,-1.757E3,4.545E2,-4.043E-1,-2.037E5,1.825E2,9.625E0,1.839E8,-1.182E3,1.052E0,2.179E2
6.617E1,5.859E-1,8.51E-7,1.394E3,4.75E-5,3.006E-3,5.6E-1,1.41E2,?,?,?,-5.652E-1,-1.006E-2,-2.157E-1,2.723E-2,-2.152E-1,-7.94E-2,1.013E-1,-6.089E-2,-2.335E-2,0E0,1.576E-2,9.755E1,5.236E3,1.61E5,5.635E7,-1.744E3,4.59E2,-4.509E-1,-2.078E5,2.053E2,9.183E0,1.895E8,-1.545E3,1.518E0,2.148E2
6.8E1,5.938E-1,1.108E-6,1.733E3,6.512E-5,4.106E-3,5.9E-1,1.43E2,?,?,?,-5.579E-1,5.51E-2,-1.281E-1,-8.61E-2,-7.789E-2,-5.04E-2,-4.024E-2,-6.003E-2,-9.05E-2,0E0,2.093E-2,1.013E2,5.34E3,1.54E5,5.824E7,-1.746E3,4.635E2,-5.117E-1,-2.119E5,2.351E2,8.612E0,1.951E8,-1.9E3,2.098E0,2.112E2
4.751E1,3.906E-1,1.551E-6,1.73E3,7.922E-5,4.218E-3,5.9E-1,1.33E2,?,?,?,-5.668E-1,4.956E-2,-2.855E-1,-1.224E-1,-1.996E-1,-7.947E-2,5.041E-2,8.223E-2,-1.405E-2,0E0,1.913E-2,8.811E1,5.187E3,2.198E5,6.191E7,-1.734E3,4.68E2,-5.649E-1,-2.161E5,2.62E2,8.239E0,2.009E8,-2.267E3,2.736E0,2.102E2
6.43E1,5E-1,1.428E-6,1.418E3,5.929E-5,3.431E-3,5.8E-1,1.62E2,?,?,?,-5.547E-1,1.517E-1,-1.27E-1,-1.035E-1,-7.142E-2,-7.938E-2,8.134E-2,-2.035E-2,-5.307E-2,0E0,1.955E-2,9.385E1,5.016E3,2.111E5,5.876E7,-1.738E3,4.726E2,-5.645E-1,-2.203E5,2.644E2,8.455E0,2.069E8,-2.248E3,2.685E0,2.14E2
5.795E1,4.57E-1,9.242E-7,1.409E3,6.248E-5,3.715E-3,5.8E-1,1.35E2,?,?,?,-6.38E-1,9.152E-2,-2.498E-1,-2.602E-2,-1.814E-1,1.053E-2,1.156E-1,-1.597E-1,-3.788E-2,0E0,1.902E-2,8.933E1,4.773E3,1.816E5,5.137E7,-1.737E3,4.771E2,-5.522E-1,-2.246E5,2.612E2,8.802E0,2.129E8,-2.114E3,2.446E0,2.188E2
6.071E1,4.727E-1,9.555E-7,1.368E3,5.599E-5,3.225E-3,5.9E-1,1.43E2,?,?,?,-6.014E-1,1.527E-1,-1.588E-1,-6.155E-2,-2.031E-1,-5.247E-2,5.217E-2,-3.139E-3,-6.138E-2,0E0,1.691E-2,9.415E1,5.128E3,1.908E5,5.761E7,-1.73E3,4.816E2,-5.679E-1,-2.289E5,2.712E2,8.743E0,2.19E8,-2.289E3,2.7E0,2.189E2
7.903E1,6.484E-1,8.648E-7,1.671E3,5.649E-5,3.677E-3,5.9E-1,1.55E2,?,?,?,-4.824E-1,1.457E-1,-1.193E-1,-1.041E-2,-2.553E-1,-1.137E-1,1.161E-1,-7.617E-2,-5.564E-2,0E0,2.027E-2,1.016E2,4.839E3,1.188E5,4.93E7,-1.732E3,4.861E2,-5.694E-1,-2.332E5,2.745E2,8.867E0,2.253E8,-2.223E3,2.603E0,2.208E2
6.537E1,5.469E-1,9.165E-7,1.693E3,6.321E-5,3.66E-3,6E-1,1.66E2,?,?,?,-5.8E-1,5.788E-2,-2.127E-1,-1.343E-1,-1.653E-1,-1.125E-1,7.169E-2,-1.014E-2,-5.162E-2,0E0,1.921E-2,9.495E1,4.818E3,1.493E5,5.071E7,-1.72E3,4.907E2,-5.935E-1,-2.376E5,2.89E2,8.856E0,2.317E8,-2.171E3,2.626E0,2.228E2
4.923E1,4.18E-1,8.072E-7,1.569E3,6.814E-5,3.869E-3,6E-1,1.24E2,?,?,?,-6.548E-1,4.194E-2,-2.139E-1,-9.195E-2,-1.74E-1,-9.598E-2,5.423E-2,3.126E-2,-8.537E-2,0E0,1.878E-2,8.778E1,4.963E3,2.101E5,5.668E7,-1.712E3,4.952E2,-6.561E-1,-2.421E5,3.225E2,8.513E0,2.382E8,-2.371E3,3.141E0,2.227E2
6.818E1,5.977E-1,8.465E-7,1.434E3,5.107E-5,3.373E-3,6.1E-1,1.36E2,?,?,?,-6.119E-1,8.483E-2,-1.977E-1,-4.713E-2,-1.856E-1,-1.837E-1,1.164E-1,-4.094E-2,5.482E-3,0E0,1.706E-2,9.728E1,4.954E3,1.474E5,5.21E7,-1.713E3,4.997E2,-7.305E-1,-2.465E5,3.624E2,8.03E0,2.448E8,-2.696E3,3.942E0,2.214E2
7.496E1,5.781E-1,6.345E-7,1.289E3,4.063E-5,2.837E-3,5.9E-1,1.5E2,?,?,?,-5.659E-1,8.426E-2,-1.571E-1,-1.238E-1,-1.238E-1,-6.242E-2,9.718E-2,-4.952E-2,1.847E-2,0E0,1.512E-2,9.974E1,4.971E3,1.469E5,5.359E7,-1.719E3,5.042E2,-8.042E-1,-2.51E5,4.025E2,7.469E0,2.515E8,-2.967E3,4.732E0,2.185E2
6.409E1,5.039E-1,5.393E-7,1.833E3,4.948E-5,2.924E-3,5.9E-1,1.53E2,?,?,?,-5.797E-1,1.223E-1,-1.953E-1,-1.429E-2,-1.941E-1,-3.844E-2,1.016E-1,3.782E-2,-4.762E-2,0E0,1.556E-2,9.314E1,4.898E3,1.748E5,5.261E7,-1.725E3,5.087E2,-8.51E-1,-2.555E5,4.298E2,7.182E0,2.583E8,-3.104E3,5.192E0,2.175E2
6.135E1,4.844E-1,6.274E-7,1.69E3,5.569E-5,3.243E-3,5.9E-1,1.48E2,?,?,?,-5.935E-1,1.545E-1,-2.276E-1,-7.675E-2,-1.565E-1,-4.363E-2,1.123E-1,-8.795E-2,-6.297E-3,0E0,1.722E-2,9.179E1,4.826E3,1.86E5,5.411E7,-1.739E3,5.131E2,-8.73E-1,-2.6E5,4.447E2,7.134E0,2.652E8,-3.311E3,5.633E0,2.184E2
6.321E1,4.922E-1,7.756E-7,1.32E3,6.084E-5,3.308E-3,5.9E-1,1.44E2,?,?,?,-5.982E-1,9.46E-2,-1.666E-1,-2.914E-3,-1.771E-1,-5.666E-2,3.659E-2,2.303E-2,-1.544E-2,0E0,1.861E-2,9.324E1,5.01E3,1.852E5,5.457E7,-1.737E3,5.176E2,-9.206E-1,-2.646E5,4.73E2,6.744E0,2.722E8,-3.614E3,6.429E0,2.154E2
6.825E1,5E-1,9.407E-7,1.327E3,6.598E-5,3.399E-3,5.8E-1,1.54E2,?,?,?,-5.653E-1,1.542E-1,-1.818E-1,-3.92E-2,-2.25E-1,-7.143E-2,1.266E-1,-4.456E-2,-6.578E-2,0E0,1.948E-2,9.411E1,4.612E3,1.578E5,4.939E7,-1.739E3,5.22E2,-9.634E-1,-2.692E5,4.991E2,6.385E0,2.794E8,-3.972E3,7.33E0,2.126E2
7.326E1,5.586E-1,9.267E-7,1.621E3,4.822E-5,3.398E-3,5.8E-1,1.47E2,?,?,?,-6.262E-1,4.495E-2,-1.799E-1,-8.402E-2,-1.632E-1,-5.169E-2,3.64E-2,6.097E-2,-3.747E-2,0E0,1.731E-2,9.843E1,4.815E3,1.412E5,4.967E7,-1.734E3,5.265E2,-1.021E0,-2.739E5,5.332E2,5.972E0,2.867E8,-4.441E3,8.609E0,2.105E2
6.01E1,4.414E-1,7.648E-7,1.355E3,5.223E-5,3.287E-3,5.8E-1,1.54E2,?,?,?,-5.825E-1,1.061E-1,-1.941E-1,5.732E-2,-1.194E-1,-4.709E-2,1.382E-1,-5.069E-3,-7.363E-2,0E0,1.696E-2,8.868E1,4.577E3,1.881E5,4.983E7,-1.746E3,5.31E2,-1.024E0,-2.786E5,5.392E2,6.158E0,2.941E8,-4.843E3,9.34E0,2.141E2
6.301E1,5.078E-1,6.598E-7,1.419E3,5.529E-5,3.026E-3,5.8E-1,1.7E2,?,?,?,-5.354E-1,1.21E-1,-1.494E-1,1.672E-2,-8.305E-2,-7.214E-2,1.402E-1,-4.946E-2,-4.232E-2,0E0,1.843E-2,9.112E1,4.847E3,2.054E5,5.486E7,-1.757E3,5.354E2,-1.011E0,-2.833E5,5.366E2,6.345E0,3.016E8,-5.03E3,9.497E0,2.16E2
6.238E1,4.492E-1,8.906E-7,1.482E3,5.982E-5,3.394E-3,5.7E-1,1.62E2,?,?,?,-5.978E-1,1.669E-1,-1.97E-1,-5.423E-2,-1.997E-1,-8.725E-2,5.392E-2,-4.411E-2,-7.611E-2,0E0,1.825E-2,9.119E1,4.705E3,1.865E5,5.21E7,-1.767E3,5.399E2,-9.619E-1,-2.881E5,5.147E2,6.868E0,3.093E8,-5.048E3,8.993E0,2.203E2
7.934E1,5.898E-1,9.501E-7,1.544E3,5.098E-5,3.315E-3,6E-1,1.63E2,?,?,?,-4.998E-1,1.644E-1,-6.186E-2,-3.749E-2,-1.146E-1,-8.62E-2,9.047E-2,-2.485E-2,3.111E-3,0E0,1.818E-2,1.007E2,5.095E3,1.645E5,5.559E7,-1.768E3,5.445E2,-9.053E-1,-2.93E5,4.883E2,7.419E0,3.172E8,-4.95E3,8.229E0,2.242E2
6.209E1,5.195E-1,9.501E-7,1.751E3,5.812E-5,3.178E-3,5.9E-1,1.4E2,?,?,?,-5.738E-1,8.908E-2,-9.687E-2,-1.849E-1,-1.822E-1,-8.619E-2,3.491E-2,5.455E-2,-9.257E-2,0E0,1.621E-2,9.895E1,5.36E3,1.612E5,5.896E7,-1.755E3,5.49E2,-8.522E-1,-2.979E5,4.636E2,8.086E0,3.252E8,-4.648E3,7.215E0,2.306E2
6.551E1,4.961E-1,7.862E-7,1.518E3,5.531E-5,3.142E-3,5.9E-1,1.51E2,?,?,?,-5.411E-1,1.242E-2,-5.779E-2,-1.289E-1,-1.424E-1,-1.036E-1,1.355E-1,-5.468E-2,-3.891E-2,0E0,1.762E-2,9.591E1,5.2E3,1.907E5,5.906E7,-1.75E3,5.535E2,-8.031E-1,-3.029E5,4.406E2,8.743E0,3.334E8,-4.343E3,6.302E0,2.37E2
4.816E1,4.297E-1,8.914E-7,1.507E3,7.468E-5,3.68E-3,6E-1,1.34E2,?,?,?,-6.463E-1,6.845E-2,-2.136E-1,-6.617E-2,-1.403E-1,-6.432E-2,7.051E-2,-5.286E-2,-5.428E-2,0E0,1.971E-2,8.897E1,5.114E3,2.069E5,5.804E7,-1.734E3,5.58E2,-8E-1,-3.079E5,4.426E2,8.974E0,3.417E8,-4.272E3,6.124E0,2.408E2
6.245E1,4.648E-1,1.233E-6,1.565E3,5.437E-5,3.374E-3,6.1E-1,1.61E2,?,?,?,-5.593E-1,2.021E-1,-1.628E-1,-1.674E-1,-2.417E-1,-9.602E-2,7.249E-2,-4.909E-2,2.291E-2,0E0,1.736E-2,9.356E1,4.826E3,1.749E5,5.381E7,-1.738E3,5.626E2,-7.803E-1,-3.129E5,4.354E2,9.367E0,3.501E8,-3.985E3,5.527E0,2.457E2
5.533E1,4.531E-1,9.678E-7,1.642E3,7.214E-5,3.93E-3,6E-1,1.35E2,?,?,?,-6.639E-1,1.019E-1,-1.886E-1,-5.622E-2,-1.825E-1,-6.686E-2,1.064E-1,-8.309E-2,-6.545E-2,0E0,2.005E-2,8.901E1,4.812E3,1.975E5,5.385E7,-1.73E3,5.671E2,-7.823E-1,-3.18E5,4.404E2,9.552E0,3.587E8,-3.722E3,5.134E0,2.492E2
5.549E1,4.375E-1,1.026E-6,1.68E3,5.93E-5,3.384E-3,5.9E-1,1.49E2,?,?,?,-6.174E-1,1.334E-1,-1.834E-1,-8.629E-2,-1.38E-1,-9.938E-2,6.565E-2,-4.623E-2,-9.589E-2,0E0,1.703E-2,8.801E1,4.604E3,1.85E5,5.029E7,-1.739E3,5.717E2,-7.415E-1,-3.232E5,4.21E2,1.013E1,3.675E8,-3.358E3,4.356E0,2.549E2
6.162E1,5.039E-1,7.595E-7,1.566E3,5.152E-5,3.055E-3,6E-1,1.58E2,?,?,?,-5.811E-1,1.112E-1,-1.435E-1,-1.362E-1,-1.467E-1,-9.511E-2,1.539E-1,4.048E-2,-8.24E-2,0E0,1.592E-2,9.327E1,5.223E3,2.037E5,5.941E7,-1.729E3,5.762E2,-7.542E-1,-3.283E5,4.316E2,1.012E1,3.763E8,-3.419E3,4.475E0,2.558E2
6.528E1,5.234E-1,5.582E-7,1.537E3,5.566E-5,3.282E-3,6E-1,1.54E2,?,?,?,-5.53E-1,6.512E-2,-1.352E-1,-8.407E-2,-1.567E-1,-1.295E-1,-4.131E-3,2.863E-2,-6.721E-2,0E0,1.765E-2,9.797E1,5.053E3,1.526E5,5.379E7,-1.724E3,5.807E2,-7.883E-1,-3.335E5,4.548E2,9.985E0,3.852E8,-3.444E3,4.675E0,2.566E2
7.074E1,5.742E-1,7.276E-7,1.644E3,5.321E-5,3.268E-3,6E-1,1.44E2,?,?,?,-5.509E-1,8.263E-2,-1.297E-1,-6.188E-2,-2.153E-1,-4.943E-2,9.611E-2,5.474E-2,-6.516E-3,0E0,1.756E-2,9.808E1,5.134E3,1.68E5,5.515E7,-1.722E3,5.852E2,-8.439E-1,-3.387E5,4.906E2,9.634E0,3.942E8,-3.764E3,5.429E0,2.559E2
6.443E1,5.352E-1,8.584E-7,1.576E3,5.161E-5,3.051E-3,6E-1,1.53E2,?,?,?,-5.592E-1,1.042E-1,-2.397E-1,8.541E-3,-1.333E-1,-3.017E-2,1.066E-1,-3.663E-2,1.006E-2,0E0,1.566E-2,9.208E1,4.905E3,1.743E5,5.317E7,-1.731E3,5.896E2,-8.588E-1,-3.439E5,5.028E2,9.686E0,4.033E8,-4.177E3,6.085E0,2.581E2
6.836E1,5.273E-1,7.742E-7,1.418E3,5.277E-5,3.246E-3,6E-1,1.6E2,?,?,?,-5.071E-1,1.633E-1,-1.523E-1,-3.838E-2,-1.299E-1,-1.568E-2,7.899E-2,-9.924E-2,-6.882E-2,0E0,1.85E-2,9.576E1,4.82E3,1.717E5,5.178E7,-1.737E3,5.941E2,-8.613E-1,-3.491E5,5.079E2,9.744E0,4.126E8,-4.414E3,6.399E0,2.591E2
6.046E1,4.727E-1,9.244E-7,1.38E3,5.927E-5,3.42E-3,5.8E-1,1.46E2,?,?,?,-5.678E-1,3.802E-2,-1.919E-1,-1.83E-1,-1.823E-1,-1.032E-1,1.283E-1,2.627E-2,-2.407E-2,0E0,1.778E-2,9.394E1,4.985E3,1.748E5,5.588E7,-1.738E3,5.985E2,-8.624E-1,-3.544E5,5.123E2,9.862E0,4.22E8,-4.675E3,6.736E0,2.61E2
7.81E1,5.586E-1,8.638E-7,1.363E3,4.685E-5,3.198E-3,5.9E-1,1.72E2,?,?,?,-4.555E-1,9.567E-2,-8.45E-2,-1.921E-1,-9.307E-2,-1.73E-1,1.539E-1,-6.979E-2,1.672E-2,0E0,1.727E-2,9.959E1,4.72E3,1.433E5,5.072E7,-1.749E3,6.03E2,-8.417E-1,-3.598E5,5.036E2,1.019E1,4.316E8,-4.702E3,6.563E0,2.642E2
7.302E1,6.328E-1,7.751E-7,1.473E3,5.51E-5,3.285E-3,5.8E-1,1.7E2,?,?,?,-4.83E-1,5.762E-2,-1.808E-1,-3.096E-2,-1.74E-1,-1.205E-1,1.84E-2,-7.754E-2,-7.553E-3,0E0,1.934E-2,1.022E2,5.228E3,1.113E5,5.316E7,-1.743E3,6.075E2,-8.48E-1,-3.652E5,5.113E2,1.029E1,4.414E8,-4.679E3,6.531E0,2.665E2
6.646E1,5.312E-1,7.857E-7,1.552E3,4.986E-5,3.053E-3,5.8E-1,1.55E2,?,?,?,-5.698E-1,9.129E-2,-1.494E-1,-1.133E-1,-1.44E-1,-2.178E-2,4.586E-2,-3.976E-2,2.221E-2,0E0,1.613E-2,9.695E1,5.094E3,1.602E5,5.454E7,-1.752E3,6.12E2,-8.389E-1,-3.707E5,5.098E2,1.054E1,4.514E8,-4.456E3,6.107E0,2.697E2
5.457E1,5.586E-1,8.43E-7,1.6E3,6.009E-5,3.349E-3,5.8E-1,1.65E2,?,?,?,-6.204E-1,-2.012E-2,-1.877E-1,-3.532E-2,-1.984E-1,-1.625E-1,1.416E-1,-2.615E-2,-1.991E-2,0E0,1.756E-2,9.334E1,5.682E3,2.123E5,6.566E7,-1.74E3,6.165E2,-8.786E-1,-3.762E5,5.379E2,1.03E1,4.615E8,-4.635E3,6.606E0,2.696E2
6.413E1,4.609E-1,9.868E-7,1.357E3,5.516E-5,3.651E-3,5.9E-1,1.3E2,?,?,?,-6.756E-1,1.092E-1,-1.792E-1,-1.346E-1,-1.678E-1,-4.6E-2,-4.42E-2,-5.609E-2,-1.394E-2,0E0,1.816E-2,9.513E1,4.933E3,1.955E5,5.607E7,-1.75E3,6.21E2,-8.666E-1,-3.817E5,5.344E2,1.063E1,4.717E8,-4.718E3,6.583E0,2.737E2
6.212E1,5.664E-1,7.07E-7,1.539E3,5.707E-5,3.267E-3,5.9E-1,1.24E2,?,?,?,-6.106E-1,8.161E-2,-1.179E-1,-3.658E-2,-1.393E-1,-1.101E-1,1.76E-1,7.903E-2,1.522E-2,0E0,1.78E-2,9.341E1,5.217E3,2.133E5,5.851E7,-1.767E3,6.255E2,-7.739E-1,-3.873E5,4.805E2,1.18E1,4.821E8,-4.471E3,5.532E0,2.838E2
6.086E1,4.297E-1,1.21E-6,1.323E3,6.605E-5,3.64E-3,6E-1,1.52E2,?,?,?,-6.287E-1,1.164E-1,-1.989E-1,-8.68E-2,-1.967E-1,-1.081E-1,8.372E-2,-2.996E-2,-1.427E-2,0E0,1.941E-2,9.118E1,4.684E3,1.796E5,5.059E7,-1.762E3,6.3E2,-6.922E-1,-3.929E5,4.328E2,1.278E1,4.926E8,-4.107E3,4.512E0,2.915E2
5.48E1,4.57E-1,7.648E-7,1.581E3,6.102E-5,3.382E-3,6E-1,1.36E2,?,?,?,-6.235E-1,1.014E-1,-2.681E-1,-2.972E-2,-1.863E-1,-1.249E-1,-6.88E-3,-2.111E-2,-4.98E-2,0E0,1.638E-2,9.464E1,5.031E3,1.69E5,5.472E7,-1.755E3,6.345E2,-6.492E-1,-3.985E5,4.086E2,1.347E1,5.032E8,-4.163E3,4.26E0,2.984E2
5.894E1,5.43E-1,7.634E-7,1.4E3,5.521E-5,3.211E-3,5.9E-1,1.49E2,?,?,?,-6.094E-1,-1.838E-2,-1.735E-1,-1.066E-1,-5.607E-2,-1.5E-1,1.035E-1,-1.013E-1,-2.073E-3,0E0,1.721E-2,9.558E1,5.538E3,1.99E5,6.405E7,-1.751E3,6.39E2,-6.241E-1,-4.042E5,3.956E2,1.404E1,5.14E8,-4.11E3,4.014E0,3.05E2
6.573E1,5.469E-1,8.63E-7,1.63E3,5.695E-5,3.249E-3,6E-1,1.54E2,?,?,?,-5.615E-1,1.162E-1,-2.09E-1,4.956E-3,-7.219E-2,-6.089E-2,6.238E-2,5.146E-2,-6.586E-2,0E0,1.832E-2,9.229E1,4.879E3,1.907E5,5.328E7,-1.748E3,6.435E2,-6.083E-1,-4.1E5,3.882E2,1.439E1,5.25E8,-4.06E3,3.838E0,3.088E2
5.744E1,4.805E-1,8.596E-7,1.29E3,6.303E-5,3.646E-3,5.9E-1,1.5E2,?,?,?,-6.366E-1,6.462E-2,-2.326E-1,-1.023E-1,-1.799E-1,-1.448E-1,1.358E-1,3.72E-2,-3.792E-2,0E0,1.942E-2,9.182E1,5.208E3,2.034E5,5.893E7,-1.742E3,6.48E2,-5.925E-1,-4.158E5,3.808E2,1.471E1,5.362E8,-4.017E3,3.673E0,3.12E2
8.013E1,5.977E-1,9.527E-7,1.431E3,5.756E-5,3.573E-3,5.9E-1,1.5E2,?,?,?,-4.873E-1,9.102E-2,-1.994E-1,-9.463E-2,-9.545E-2,-1.238E-1,1.023E-1,4.604E-2,-3.921E-2,0E0,2.049E-2,1.033E2,5.14E3,1.473E5,5.485E7,-1.752E3,6.525E2,-5.533E-1,-4.216E5,3.583E2,1.52E1,5.476E8,-3.573E3,3.03E0,3.158E2
